Online,Booking,Location,Cuisines,Restaurant_Type,Rating,Price
0,0,22,1216,2,4.5,5.298317366548036
1,0,20,907,2,3.2,6.620073206530356
1,0,27,972,2,4.2,5.703782474656201
0,0,3,458,3,3.8,6.551080335043404
0,0,5,1620,4,3.7,5.703782474656201
1,0,27,2005,2,4.1,6.476972362889683
1,1,31,1172,4,4.3,6.684611727667927
0,0,67,720,2,4.0,6.214608098422191
1,1,27,1315,4,4.1,6.684611727667927
1,0,44,511,2,4.2,6.684611727667927
0,0,8,479,1,4.2,6.214608098422191
1,0,20,2055,4,3.7,5.298317366548036
1,1,43,1129,4,4.2,7.170119543449628
0,0,8,521,4,3.6,6.684611727667927
1,0,22,1269,4,4.1,6.1092475827643655
0,1,19,930,2,4.3,7.090076835776092
1,0,45,1565,2,3.8,5.991464547107982
1,0,43,966,3,4.1,5.703782474656201
1,0,20,1760,2,3.6,6.551080335043404
1,0,8,657,2,3.5,6.214608098422191
1,0,27,1440,2,4.4,7.495541943884256
1,0,67,973,1,3.9,5.991464547107982
1,0,3,564,2,3.9,5.991464547107982
1,0,35,1507,2,3.1,6.1092475827643655
1,0,60,1216,3,3.7,5.521460917862246
1,0,43,2196,2,3.9,5.991464547107982
0,0,86,1696,4,3.8,7.549609165154532
1,0,4,2062,2,3.9,5.298317366548036
1,0,2,1461,4,3.2,5.991464547107982
0,0,50,201,0,4.3,7.313220387090301
0,0,6,1021,4,3.6,5.991464547107982
1,0,24,2008,2,3.0,6.396929655216146
0,1,27,1443,4,4.4,7.824046010856292
1,0,0,212,3,3.3,5.991464547107982
1,0,9,1518,4,3.9,5.703782474656201
0,0,77,1209,3,3.1,4.605170185988092
1,0,3,1545,2,2.8,6.214608098422191
1,0,31,1031,2,3.7,5.298317366548036
0,0,43,1545,4,3.3,6.907755278982137
1,0,29,780,4,3.5,5.298317366548036
0,0,43,966,2,3.8,6.745236349484363
1,1,15,1878,1,4.7,7.170119543449628
1,0,86,213,3,4.2,6.1092475827643655
1,1,15,1878,3,4.7,7.170119543449628
1,0,55,772,2,3.1,6.476972362889683
1,0,64,1767,2,3.7,6.396929655216146
0,0,55,263,3,3.1,5.703782474656201
0,0,75,566,2,3.7,6.309918278226516
1,0,3,2196,2,3.1,5.521460917862246
0,0,3,1485,2,3.0,5.991464547107982
0,0,68,1545,2,3.3,6.396929655216146
1,0,51,966,2,3.4,6.907755278982137
1,0,29,654,2,3.8,6.396929655216146
1,0,40,780,2,3.9,6.396929655216146
0,0,19,1115,2,3.4,5.0106352940962555
1,0,8,1419,4,3.9,6.396929655216146
0,0,79,1435,3,3.4,5.298317366548036
0,0,3,563,1,3.7,5.991464547107982
1,0,19,1875,3,3.6,6.214608098422191
1,0,80,221,2,3.7,5.703782474656201
0,0,68,734,0,3.7,6.907755278982137
0,1,51,1735,1,4.1,7.824046010856292
1,0,4,1485,4,3.8,6.214608098422191
0,0,12,577,4,4.3,6.802394763324311
1,0,0,2143,2,4.2,5.521460917862246
1,0,64,1545,4,4.1,6.396929655216146
0,0,68,1124,4,3.9,7.600902459542082
1,0,86,801,2,3.8,6.551080335043404
0,0,5,1033,2,3.2,5.0106352940962555
0,1,12,1485,4,4.0,7.170119543449628
1,0,31,1065,2,3.9,6.214608098422191
0,1,44,1444,0,4.4,7.600902459542082
1,0,86,1105,4,3.3,5.857933154483459
0,0,45,1703,4,3.5,5.521460917862246
1,0,36,135,4,3.7,6.684611727667927
0,0,83,2154,4,3.5,5.298317366548036
1,0,27,1169,1,4.0,6.551080335043404
0,0,8,1352,2,3.1,5.298317366548036
0,0,0,1594,2,3.0,5.857933154483459
1,0,0,260,2,3.4,5.521460917862246
1,0,22,345,2,3.9,6.396929655216146
1,1,44,1824,4,3.9,6.551080335043404
1,0,60,968,2,4.4,6.396929655216146
1,0,0,350,2,3.7,5.991464547107982
1,0,78,806,2,4.2,6.620073206530356
1,0,50,210,4,4.4,6.396929655216146
1,0,0,365,2,3.3,5.991464547107982
0,0,16,1421,4,4.1,5.991464547107982
1,0,73,627,4,4.0,5.298317366548036
1,0,86,308,2,2.9,5.991464547107982
1,0,27,1790,4,4.2,6.620073206530356
1,1,42,521,4,4.2,6.907755278982137
1,1,44,1760,4,4.1,6.396929655216146
0,0,43,968,3,4.0,5.703782474656201
1,0,0,1204,2,3.7,5.857933154483459
0,1,46,1440,5,4.4,7.003065458786462
1,0,8,1193,4,4.0,5.703782474656201
0,0,47,982,2,3.8,6.214608098422191
1,0,48,221,2,3.7,5.991464547107982
0,0,6,1485,4,3.0,5.991464547107982
1,1,22,551,2,4.0,6.214608098422191
0,0,68,166,4,4.0,7.600902459542082
1,0,22,308,4,3.8,5.298317366548036
1,1,40,1829,4,4.6,7.090076835776092
1,0,43,654,2,3.5,6.684611727667927
1,0,3,1021,2,3.3,5.857933154483459
1,0,8,204,2,3.4,5.0106352940962555
1,0,31,558,4,3.9,5.703782474656201
1,0,83,727,2,3.5,5.0106352940962555
0,0,15,1421,2,4.0,5.991464547107982
1,0,44,1820,2,3.8,5.991464547107982
0,0,29,1269,2,3.3,6.396929655216146
1,0,75,1485,2,3.0,6.214608098422191
0,0,15,1352,4,3.1,5.298317366548036
1,0,22,988,2,3.9,6.214608098422191
1,0,0,48,2,4.0,5.991464547107982
1,0,8,270,2,3.3,5.991464547107982
1,0,0,1495,4,3.8,6.907755278982137
0,0,40,1565,2,3.3,5.857933154483459
0,0,24,350,4,3.1,5.521460917862246
0,1,44,1006,5,4.6,7.495541943884256
0,0,0,338,2,3.5,5.703782474656201
1,1,15,1604,2,4.0,6.745236349484363
1,0,89,1031,2,3.7,5.521460917862246
0,0,4,2143,4,3.9,5.703782474656201
1,0,31,436,2,3.8,5.991464547107982
1,0,44,297,2,4.0,5.0106352940962555
0,0,27,550,2,4.0,6.396929655216146
1,0,55,112,4,3.6,6.907755278982137
1,0,29,1485,2,3.5,6.684611727667927
1,0,9,1485,2,3.7,5.298317366548036
0,0,43,1545,4,3.3,6.907755278982137
0,0,73,1485,2,3.2,5.703782474656201
1,0,27,2008,4,3.9,5.0106352940962555
1,0,86,308,4,4.3,6.1092475827643655
0,0,46,739,4,3.9,6.214608098422191
1,0,55,1207,2,2.6,6.551080335043404
1,0,26,1485,2,2.9,5.991464547107982
0,0,29,212,3,3.7,5.298317366548036
1,0,86,304,2,3.6,5.991464547107982
1,0,57,370,2,3.6,6.620073206530356
0,0,50,1945,3,4.3,7.24422751560335
0,0,53,1830,4,3.8,5.857933154483459
0,0,8,2080,2,3.0,5.298317366548036
0,0,76,308,4,3.1,5.703782474656201
1,0,86,1021,2,3.2,5.991464547107982
0,0,0,1031,2,3.2,5.703782474656201
0,0,55,1533,2,2.8,6.396929655216146
1,0,29,475,1,4.1,6.476972362889683
1,0,73,1315,2,3.7,6.214608098422191
1,0,31,1716,2,3.9,6.684611727667927
0,0,4,204,3,4.2,5.0106352940962555
0,0,3,1197,4,2.7,6.214608098422191
0,0,3,1545,4,3.1,5.991464547107982
0,0,36,555,2,4.0,5.703782474656201
0,0,19,1485,2,2.4,6.1092475827643655
1,1,68,1396,4,4.4,6.907755278982137
1,0,29,1820,2,3.6,6.214608098422191
1,0,0,98,2,3.7,5.991464547107982
0,0,20,1545,4,3.1,6.396929655216146
1,0,0,1021,2,3.5,6.214608098422191
1,0,54,1485,4,3.0,6.620073206530356
0,0,16,450,4,3.5,5.991464547107982
1,0,83,2120,2,2.8,5.991464547107982
1,0,46,725,4,4.0,6.620073206530356
0,0,51,1565,4,3.4,5.857933154483459
1,0,22,1880,2,3.8,5.857933154483459
0,0,22,2195,2,3.8,5.521460917862246
1,0,80,1337,4,3.5,5.703782474656201
0,0,64,2034,2,3.3,5.703782474656201
0,0,45,1865,0,3.8,6.802394763324311
0,1,22,683,4,4.7,7.090076835776092
1,1,47,506,1,4.4,6.551080335043404
1,0,31,1638,4,3.9,6.309918278226516
1,0,12,350,2,3.5,5.991464547107982
1,1,55,106,2,4.3,6.907755278982137
1,0,31,696,4,3.0,6.476972362889683
1,0,75,270,2,3.6,5.0106352940962555
1,0,29,423,2,3.2,5.703782474656201
0,0,8,521,2,3.6,6.684611727667927
1,1,44,1127,6,4.1,7.090076835776092
0,0,8,1192,4,2.8,6.214608098422191
0,0,22,2017,4,3.5,5.703782474656201
0,0,15,1687,4,3.1,6.684611727667927
1,0,0,365,2,3.3,5.991464547107982
0,1,67,882,4,4.3,7.438383530044307
1,0,0,369,2,3.9,6.1092475827643655
1,0,1,635,2,3.8,5.298317366548036
1,0,20,1404,2,3.9,6.551080335043404
1,0,22,422,2,3.9,6.396929655216146
1,0,40,1703,2,3.9,5.857933154483459
1,0,48,1641,2,2.6,5.991464547107982
1,0,45,1820,4,3.7,5.703782474656201
1,1,80,1158,4,4.2,6.907755278982137
1,0,9,266,3,3.8,5.991464547107982
0,0,0,1545,4,3.3,5.703782474656201
0,0,55,1652,2,3.5,5.991464547107982
0,0,46,1638,4,3.7,5.703782474656201
1,0,58,1057,2,3.5,5.703782474656201
1,0,31,2080,2,3.8,6.396929655216146
0,1,58,786,0,4.0,7.003065458786462
1,0,6,308,4,3.6,5.991464547107982
1,0,55,654,2,3.1,6.476972362889683
1,0,61,1611,2,2.7,5.991464547107982
1,0,22,1545,2,3.2,6.396929655216146
1,0,44,643,1,4.3,6.1092475827643655
0,0,0,308,2,3.6,5.0106352940962555
1,0,31,1069,2,3.7,5.991464547107982
0,0,13,436,1,3.1,5.298317366548036
1,0,6,1940,4,2.9,5.991464547107982
1,0,46,1748,4,3.4,6.476972362889683
1,0,86,214,1,3.8,5.991464547107982
1,1,86,906,6,4.4,7.438383530044307
1,0,64,2018,2,3.8,5.521460917862246
1,0,73,966,3,3.3,5.703782474656201
1,0,40,155,4,4.1,6.214608098422191
0,1,51,805,4,4.1,7.937374696163295
1,1,12,1561,2,4.2,7.313220387090301
0,1,43,661,2,4.3,6.684611727667927
1,0,43,1485,2,3.1,5.991464547107982
0,0,16,555,4,2.9,5.0106352940962555
1,0,2,2008,2,3.3,5.0106352940962555
1,0,77,1046,2,3.4,5.703782474656201
1,0,12,1894,4,3.4,6.214608098422191
1,0,19,751,2,4.0,5.703782474656201
1,0,44,597,1,2.7,6.396929655216146
1,0,19,204,2,2.9,5.521460917862246
1,0,29,1925,2,3.6,5.298317366548036
0,0,31,2080,4,3.7,5.703782474656201
1,0,44,2017,2,3.9,5.298317366548036
0,0,0,212,3,4.1,6.214608098422191
0,0,28,1831,4,3.8,6.684611727667927
0,0,29,204,3,2.9,5.991464547107982
1,0,48,1089,4,3.0,5.991464547107982
1,0,30,2080,2,3.7,5.991464547107982
1,0,31,1770,4,3.7,5.857933154483459
1,1,50,1281,4,4.4,8.006367567650246
0,0,44,1905,2,2.9,6.214608098422191
1,1,44,646,2,4.2,7.170119543449628
0,0,4,91,4,3.6,6.1092475827643655
0,0,3,1545,2,3.6,6.214608098422191
1,0,0,1021,2,3.5,5.991464547107982
1,0,28,785,0,3.9,7.170119543449628
1,0,35,308,4,3.6,5.0106352940962555
1,1,50,828,5,4.3,7.438383530044307
1,0,46,1485,2,3.9,5.991464547107982
0,0,55,2008,4,3.4,5.857933154483459
0,0,44,1105,4,3.0,5.703782474656201
0,0,86,237,2,3.2,5.298317366548036
1,0,0,556,4,3.7,5.991464547107982
0,0,48,490,1,3.9,6.309918278226516
0,1,35,1701,4,4.2,7.3777589082278725
0,0,29,650,2,3.1,6.476972362889683
1,0,32,2143,4,3.9,5.521460917862246
1,0,44,972,2,4.2,6.214608098422191
1,0,6,544,2,3.0,6.214608098422191
0,0,46,1638,4,3.7,5.703782474656201
1,0,46,308,4,3.8,5.298317366548036
0,1,31,1486,4,3.8,7.2078598714324755
0,0,29,212,3,3.9,5.857933154483459
1,0,44,308,2,3.3,5.703782474656201
1,0,8,1989,2,3.2,6.551080335043404
0,0,67,1889,2,4.3,6.396929655216146
0,0,6,555,4,3.7,6.309918278226516
0,1,44,1699,4,4.7,7.24422751560335
1,1,6,45,2,4.6,7.495541943884256
1,0,29,240,2,3.8,5.991464547107982
1,1,8,680,5,4.1,7.600902459542082
1,0,29,1649,2,3.6,5.298317366548036
1,1,9,1676,2,4.1,6.907755278982137
1,0,1,2055,4,3.7,5.298317366548036
0,0,28,1831,0,3.8,6.684611727667927
1,0,61,617,2,4.0,6.745236349484363
1,0,22,1951,2,3.7,5.857933154483459
1,0,83,1994,2,3.9,6.309918278226516
1,0,31,2055,2,4.0,5.857933154483459
1,0,0,114,2,3.7,5.991464547107982
1,0,45,966,2,3.6,5.703782474656201
1,0,29,625,1,2.7,6.214608098422191
0,0,0,1107,2,3.4,5.298317366548036
1,0,22,966,2,3.8,6.684611727667927
1,0,51,457,1,4.1,6.214608098422191
1,0,8,1485,2,3.6,5.703782474656201
0,0,16,1950,2,3.4,5.521460917862246
0,0,29,1485,5,2.8,7.090076835776092
1,0,31,1649,2,4.0,6.309918278226516
0,0,86,515,4,3.8,6.684611727667927
1,0,6,100,2,3.4,5.0106352940962555
1,0,55,1788,2,4.2,6.907755278982137
1,0,20,25,2,3.8,5.703782474656201
1,0,3,1216,2,3.9,5.991464547107982
1,0,44,776,2,3.7,5.703782474656201
0,0,19,1565,4,3.5,6.309918278226516
1,1,73,1382,4,4.4,6.551080335043404
1,0,44,2093,2,3.8,6.214608098422191
1,0,55,80,2,3.6,6.551080335043404
0,0,78,2082,4,3.9,6.551080335043404
1,0,1,562,2,3.9,6.684611727667927
1,0,9,1468,2,3.5,6.745236349484363
0,0,86,1425,3,3.7,5.521460917862246
0,1,12,2066,4,4.2,6.907755278982137
0,0,27,204,2,3.5,5.703782474656201
1,0,0,654,2,3.7,6.396929655216146
1,0,6,1874,3,2.9,5.521460917862246
1,0,26,1903,2,3.0,5.991464547107982
1,0,31,2093,2,3.8,6.1092475827643655
0,0,0,727,2,3.0,5.703782474656201
1,1,60,805,4,4.1,6.802394763324311
1,0,29,1435,2,3.9,5.521460917862246
1,0,2,97,4,3.8,6.1092475827643655
1,0,22,464,1,3.9,6.396929655216146
1,0,27,2,2,3.2,5.521460917862246
1,0,86,308,4,3.0,5.298317366548036
1,0,1,611,4,4.2,6.309918278226516
1,0,31,470,4,4.2,5.991464547107982
0,0,0,1248,4,3.6,6.214608098422191
1,0,29,426,4,3.9,5.703782474656201
1,1,31,478,1,3.9,6.476972362889683
1,0,0,1485,4,3.9,6.396929655216146
1,0,55,1626,2,3.4,5.991464547107982
1,0,13,2086,2,3.6,5.991464547107982
1,0,1,611,4,4.2,6.309918278226516
1,1,42,782,2,4.1,6.802394763324311
1,0,16,401,2,3.1,5.703782474656201
1,0,3,2054,2,3.6,6.214608098422191
1,0,0,1209,2,3.6,5.703782474656201
0,0,68,1689,0,3.8,7.090076835776092
1,0,4,966,3,3.8,5.703782474656201
0,0,55,1879,2,3.7,6.214608098422191
1,0,12,966,2,4.0,5.521460917862246
0,0,22,555,1,3.5,5.521460917862246
1,0,0,1431,2,3.5,5.991464547107982
0,0,22,968,3,4.1,5.703782474656201
1,0,29,2008,2,4.1,4.605170185988092
1,0,54,521,4,4.1,6.396929655216146
1,0,6,1021,2,3.2,6.396929655216146
1,1,44,1592,4,4.5,7.313220387090301
1,0,27,1105,4,3.4,5.991464547107982
1,0,31,1567,4,2.9,6.551080335043404
0,0,27,308,2,3.3,5.521460917862246
1,0,8,1398,2,3.6,6.684611727667927
1,0,86,350,4,3.3,5.991464547107982
0,0,15,1827,6,3.6,7.313220387090301
1,0,54,1105,4,2.6,5.991464547107982
0,0,44,78,2,4.3,6.684611727667927
0,0,58,1308,4,3.3,5.298317366548036
1,0,22,966,2,3.7,5.857933154483459
1,1,80,780,4,3.8,6.684611727667927
1,0,0,1545,2,3.9,6.214608098422191
0,0,86,1124,5,3.9,7.313220387090301
1,0,36,1424,2,4.4,5.703782474656201
1,0,45,1562,2,3.7,6.684611727667927
1,0,22,1168,2,3.1,6.214608098422191
1,0,22,1091,4,3.5,5.298317366548036
1,0,17,727,2,3.6,5.991464547107982
1,0,40,1485,2,3.8,6.214608098422191
0,0,30,2077,4,2.8,5.298317366548036
1,0,20,1269,2,3.5,5.703782474656201
0,1,46,1415,4,4.5,7.3777589082278725
0,0,44,1209,3,4.1,5.298317366548036
1,0,31,467,2,4.6,5.991464547107982
0,0,6,1144,5,3.8,7.600902459542082
1,0,58,1031,2,3.3,5.703782474656201
0,1,67,882,5,4.3,7.438383530044307
1,0,55,1216,3,4.5,5.991464547107982
0,0,89,355,2,3.5,5.0106352940962555
0,0,75,212,3,3.8,5.857933154483459
1,1,29,1579,4,4.1,7.090076835776092
1,1,42,521,4,4.2,6.907755278982137
1,0,44,1210,6,3.9,5.298317366548036
1,0,89,1545,4,3.4,5.298317366548036
1,0,27,381,4,4.1,6.684611727667927
1,0,27,457,2,4.1,6.1092475827643655
0,0,27,498,1,3.9,6.551080335043404
1,1,46,145,4,4.2,7.24422751560335
1,0,45,2183,2,4.0,6.214608098422191
1,0,0,1091,2,4.0,5.991464547107982
1,0,5,221,2,3.1,6.214608098422191
1,0,86,365,2,3.7,6.396929655216146
1,0,22,257,2,3.2,6.396929655216146
1,0,1,1545,2,3.6,6.396929655216146
0,0,1,308,2,3.7,5.521460917862246
1,0,31,47,4,3.0,5.991464547107982
1,0,20,1545,2,3.0,6.214608098422191
0,0,27,467,1,3.7,5.703782474656201
0,0,27,2034,4,3.8,5.298317366548036
1,0,29,748,2,3.7,5.991464547107982
1,1,15,1604,2,4.0,6.745236349484363
0,0,45,1866,2,3.9,5.298317366548036
1,1,64,1997,0,3.7,6.802394763324311
1,0,8,1545,2,2.8,6.309918278226516
1,1,31,1673,2,4.0,6.802394763324311
1,0,22,1485,2,3.8,5.991464547107982
1,1,35,1769,2,4.5,6.684611727667927
1,0,44,331,2,3.7,5.521460917862246
0,1,80,620,3,3.8,7.696212639346407
0,0,1,1250,2,4.0,6.1092475827643655
1,0,60,77,2,4.0,5.991464547107982
1,0,44,549,2,4.2,6.551080335043404
1,1,55,1760,2,4.2,7.313220387090301
0,0,11,1064,2,3.7,5.857933154483459
1,0,80,2034,4,3.2,5.991464547107982
1,0,41,575,1,4.1,6.396929655216146
0,0,67,727,5,3.3,6.907755278982137
0,0,64,1399,2,3.3,5.991464547107982
1,1,44,875,4,4.3,7.090076835776092
1,0,35,268,2,3.9,5.991464547107982
1,1,31,478,4,3.9,6.476972362889683
1,0,31,303,2,4.4,5.521460917862246
1,0,43,598,2,3.7,6.1092475827643655
1,0,0,1545,2,3.1,6.1092475827643655
0,0,51,555,2,3.6,5.298317366548036
1,0,19,644,0,2.8,6.907755278982137
0,0,20,2130,4,3.7,5.0106352940962555
1,0,86,1524,2,3.0,5.991464547107982
1,0,86,1425,2,3.3,5.703782474656201
1,0,27,743,4,4.1,6.684611727667927
1,0,0,556,4,3.7,5.991464547107982
1,0,45,621,1,4.4,6.214608098422191
0,0,68,204,2,3.4,5.298317366548036
1,0,44,1021,2,4.0,6.214608098422191
0,0,80,629,2,4.3,6.620073206530356
1,0,45,1021,2,3.3,6.214608098422191
0,0,86,547,4,3.9,6.551080335043404
1,0,3,1625,2,3.8,5.521460917862246
1,0,58,1207,4,2.9,6.476972362889683
1,1,86,173,6,4.4,7.495541943884256
1,0,0,1107,2,3.9,5.521460917862246
1,1,42,521,1,4.2,6.907755278982137
0,0,27,13,4,4.2,7.090076835776092
0,0,51,1680,4,3.0,6.684611727667927
0,0,31,555,3,3.5,6.802394763324311
1,0,47,1295,2,3.6,5.0106352940962555
0,0,29,1716,4,3.7,6.684611727667927
1,0,18,720,2,3.8,5.991464547107982
1,0,1,1545,4,3.8,6.620073206530356
1,1,46,861,2,4.0,7.003065458786462
1,0,0,1105,2,3.7,5.298317366548036
0,0,36,720,2,4.1,6.1092475827643655
0,1,19,908,4,4.4,7.090076835776092
1,0,3,1594,2,3.5,5.991464547107982
1,0,22,565,1,3.7,6.396929655216146
1,0,77,654,4,3.8,5.298317366548036
1,0,31,152,3,3.9,6.684611727667927
1,0,0,57,2,3.7,6.309918278226516
1,0,27,1551,2,2.5,5.857933154483459
1,0,48,1649,2,3.5,5.991464547107982
1,0,70,1032,2,3.4,5.703782474656201
1,0,46,931,2,3.6,6.396929655216146
0,0,0,1599,4,3.5,5.703782474656201
1,1,78,1440,5,4.4,7.549609165154532
0,0,76,2080,4,3.2,5.0106352940962555
0,1,63,1144,4,3.7,7.937374696163295
1,0,0,1707,4,3.7,6.214608098422191
1,0,73,2080,2,3.9,5.298317366548036
1,0,86,337,2,3.8,5.991464547107982
1,1,29,77,4,4.2,6.684611727667927
0,0,29,1345,2,3.9,5.991464547107982
0,1,51,1755,4,4.0,8.006367567650246
1,0,0,1545,2,3.4,5.991464547107982
1,0,3,979,4,3.6,6.802394763324311
0,0,9,1408,2,3.6,6.214608098422191
1,1,27,846,1,4.3,6.907755278982137
1,0,2,1041,4,3.2,6.214608098422191
1,0,44,268,3,4.1,5.991464547107982
1,0,4,871,2,4.1,6.214608098422191
1,0,31,1809,2,3.9,6.396929655216146
0,0,35,215,4,3.5,5.991464547107982
0,0,68,1545,4,3.4,5.857933154483459
1,0,22,972,2,4.2,6.214608098422191
1,0,16,212,2,4.3,6.214608098422191
1,0,29,160,4,3.7,6.684611727667927
0,1,86,1485,4,3.9,7.090076835776092
1,0,22,727,2,3.1,6.1092475827643655
1,0,68,1485,6,4.0,7.438383530044307
1,0,46,1216,6,3.9,6.684611727667927
1,0,86,1315,2,4.2,6.907755278982137
1,0,0,1545,4,3.0,5.991464547107982
1,0,68,780,4,3.8,6.745236349484363
0,0,0,1545,2,3.7,6.214608098422191
1,0,4,204,2,3.8,5.991464547107982
0,0,0,1545,4,2.7,6.214608098422191
1,0,20,1107,2,3.8,5.521460917862246
1,0,31,1109,2,3.4,5.703782474656201
1,0,78,2080,2,3.8,5.991464547107982
0,0,19,2080,2,3.3,5.991464547107982
1,0,74,1120,4,3.7,5.521460917862246
0,0,9,670,4,3.1,5.298317366548036
1,0,44,2064,2,3.2,5.703782474656201
1,0,26,365,2,3.5,5.991464547107982
1,0,40,1820,2,3.7,6.214608098422191
1,0,55,1597,2,4.4,5.703782474656201
1,1,27,1509,4,3.9,7.090076835776092
1,0,44,2198,4,4.2,5.991464547107982
1,0,45,1289,2,3.2,4.605170185988092
0,1,27,1944,5,4.2,7.170119543449628
1,0,51,1903,4,3.6,6.620073206530356
0,0,44,1905,2,2.9,6.214608098422191
1,0,73,747,4,3.2,5.703782474656201
1,0,75,1903,2,3.8,6.620073206530356
1,0,27,966,2,4.2,5.703782474656201
1,0,0,1350,2,3.8,5.991464547107982
1,1,35,927,5,3.8,7.170119543449628
0,0,44,513,1,4.0,6.551080335043404
0,1,67,1124,5,4.3,8.006367567650246
1,0,29,806,2,4.0,6.620073206530356
0,0,0,308,2,3.6,5.0106352940962555
0,0,68,968,2,3.8,6.214608098422191
0,0,19,1124,4,3.0,6.907755278982137
1,0,86,1021,2,3.5,5.703782474656201
0,1,80,826,3,4.1,7.600902459542082
1,0,51,966,2,3.9,6.396929655216146
1,0,75,566,1,3.7,6.309918278226516
1,0,86,1209,2,3.6,5.991464547107982
0,0,27,720,2,3.8,6.476972362889683
0,0,40,1565,4,3.3,5.857933154483459
1,1,46,1276,0,4.5,7.313220387090301
1,0,0,974,2,4.0,5.703782474656201
1,0,3,564,2,4.0,5.991464547107982
0,0,19,727,2,3.6,5.857933154483459
0,0,45,2174,2,3.6,5.521460917862246
1,0,64,998,2,3.3,5.298317366548036
1,0,44,721,4,3.9,6.396929655216146
1,1,31,376,4,3.8,6.396929655216146
0,0,3,1485,2,3.3,5.703782474656201
1,0,29,436,1,3.5,6.476972362889683
0,0,60,1824,4,3.8,5.991464547107982
1,0,22,1709,2,3.7,6.214608098422191
0,0,19,421,4,3.0,5.991464547107982
1,0,55,1435,2,3.6,5.703782474656201
0,0,0,2008,2,3.7,5.521460917862246
0,0,80,212,3,3.9,5.703782474656201
1,0,51,845,2,4.1,6.802394763324311
1,0,29,966,2,3.4,5.298317366548036
0,0,45,238,4,4.0,5.857933154483459
1,0,0,308,2,3.2,5.703782474656201
1,0,17,308,2,3.4,6.214608098422191
1,0,29,1485,2,4.0,5.703782474656201
0,0,6,436,4,3.9,5.991464547107982
0,0,31,232,2,3.6,5.991464547107982
0,0,64,322,2,3.3,5.298317366548036
1,0,8,2034,2,3.6,5.0106352940962555
1,0,6,1977,4,3.6,6.396929655216146
0,0,50,596,4,4.0,7.090076835776092
0,1,44,814,4,4.1,7.313220387090301
1,0,19,467,2,3.2,6.214608098422191
0,0,27,2008,4,3.8,5.298317366548036
1,0,55,80,2,3.6,6.551080335043404
0,0,29,1579,0,3.3,6.856461984594587
1,0,20,1647,2,3.5,6.1092475827643655
0,1,50,1177,6,4.4,7.090076835776092
1,0,51,1191,2,3.5,5.703782474656201
1,0,60,1199,2,3.6,6.214608098422191
0,0,53,1820,4,3.6,6.396929655216146
1,0,2,308,4,3.5,5.703782474656201
1,0,36,1479,4,4.0,6.309918278226516
1,0,32,1485,2,3.8,5.991464547107982
1,0,0,136,0,3.9,6.684611727667927
1,0,27,580,4,4.3,6.907755278982137
1,0,31,2080,2,3.0,5.703782474656201
1,0,70,1435,2,3.7,5.0106352940962555
0,0,36,113,4,3.4,6.214608098422191
0,1,12,502,4,4.0,6.907755278982137
0,0,20,221,4,4.1,5.298317366548036
1,0,28,268,3,3.7,5.991464547107982
1,0,73,1200,2,3.5,6.214608098422191
0,1,67,851,4,4.1,6.907755278982137
1,1,50,828,5,4.3,7.438383530044307
1,0,0,972,2,4.0,5.703782474656201
1,0,44,142,2,3.2,5.703782474656201
1,0,8,684,4,3.8,5.298317366548036
1,0,27,1235,4,3.3,5.857933154483459
1,0,76,1545,4,3.3,5.857933154483459
1,0,45,1352,4,3.6,6.214608098422191
1,0,44,1765,2,4.0,5.991464547107982
0,0,86,1889,2,3.1,6.214608098422191
0,0,16,212,3,3.7,6.396929655216146
0,1,63,1760,4,4.0,7.937374696163295
0,0,12,623,4,4.6,7.003065458786462
1,0,1,759,2,4.1,6.684611727667927
1,0,31,331,4,3.7,6.551080335043404
1,0,46,1561,4,2.8,6.551080335043404
1,0,45,1519,2,3.1,6.396929655216146
1,0,3,1918,4,3.9,5.298317366548036
1,0,20,2008,2,3.6,5.298317366548036
1,0,29,2077,2,3.5,5.298317366548036
0,0,86,1124,5,3.9,7.600902459542082
0,0,6,1423,2,2.7,5.799092654460526
0,1,68,1276,4,4.3,8.006367567650246
1,1,31,1485,2,3.5,6.684611727667927
0,0,44,1212,3,3.8,5.991464547107982
1,0,53,2008,2,3.2,5.703782474656201
1,0,55,361,2,3.7,6.551080335043404
1,0,50,2108,4,4.0,5.991464547107982
1,0,82,1566,2,4.0,6.684611727667927
1,0,44,1324,2,3.7,6.396929655216146
0,0,67,204,3,3.9,6.396929655216146
1,0,3,213,3,3.1,6.1092475827643655
1,0,42,512,2,4.1,6.684611727667927
0,0,78,2082,4,3.9,6.551080335043404
1,0,44,359,4,3.1,6.214608098422191
1,0,46,1150,4,3.5,6.551080335043404
0,0,86,966,3,3.4,5.991464547107982
0,0,44,2080,4,3.1,5.298317366548036
1,0,45,2142,2,4.3,5.991464547107982
1,0,8,980,3,4.0,6.309918278226516
0,0,29,727,4,3.5,6.907755278982137
0,0,58,1105,4,3.5,5.521460917862246
1,0,29,2008,2,3.6,5.703782474656201
1,0,44,212,3,3.1,5.703782474656201
1,0,22,1545,2,2.8,5.991464547107982
1,0,14,308,2,3.7,5.521460917862246
0,0,44,985,4,3.5,5.991464547107982
0,0,86,283,4,3.3,5.521460917862246
0,0,8,2077,4,3.7,6.214608098422191
0,0,58,457,3,3.3,5.991464547107982
1,1,0,511,1,4.5,6.802394763324311
